id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"542S0542001060";"0542001060";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE D'INTERET COMMUNAL DE CHASSE DE HARBOUEY";"Mise en commun des droits de chasse; répression du braconnage et destruction des nuisibles, réglementation du droit de chasse en vue de la conservation du gibier.";"013005";"000000";"Mairie";"";"";"54450";"HARBOUEY";"PM";"";"W542001451";"R";"";"2015-05-06 13:03:40"
"542S0542001073";"0542001073";"";"542S";"0001-01-01";"1969-01-30";"D";"S";"ORCHESTRE CHAMPETRE BADONVILLOIS";"O";"006030";"000000";"";"";"";"54540";"BADONVILLER";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-13 14:15:08"
"542S0542001088";"0542001088";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION FAMILIALE RURALE DE GLONVILLE";"Etude, défense et représentation des droits et intérêts moraux et matériels des familles rurales.";"009035";"000000";"Mairie";"";"";"54120";"GLONVILLE";"PM";"";"";"A";"";"2006-01-13 14:15:10"
"542S0542001093";"0542001093";"";"542S";"0001-01-01";"1969-10-03";"D";"S";"ASSOCIATION INTERCOMMUNALE DE SECOURISME";"O";"036010";"000000";"Mairie";"";"";"54830";"GERBEVILLER";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-13 14:15:08"
"542S0542001099";"0542001099";"";"542S";"0001-01-01";"1969-11-29";"D";"S";"AERO-CLUB DE LA MORTAGNE";"Sport aeronautique";"011135";"000000";"Hotel de ville";"";"";"54360";"BLAINVILLE-SUR-L'EAU";"PM";"";"W542001826";"R";"";"2018-08-14 12:07:13"
"542S0542001100";"0542001100";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE ET PREVOYANCE DES ANCIENS COMBATTANTS D'A.F.N.";"Faire reconnaître le droit d'anciens combattants ainsi que les avantages, défendre les adhérents ayant été blessés en A.F.N. ainsi que leur procurer une aide sociale suivant les revenus de la société.";"038105";"000000";"8, rue Chanzy";"";"";"54300";"LUNEVILLE";"PM";"";"";"A";"";"2006-01-13 14:15:10"
"542S0542001101";"0542001101";"";"542S";"0001-01-01";"1969-12-12";"D";"S";"ASSOCIATION DE PARENTS D'ELEVES DU CANTON DE CIREY POUR LA LOCATIO NEN COMMUN D'UN MOYEN DE TRANSPORT";"Parent eleve";"000000";"000000";"15, rue marechal joffre";"";"";"54480";"CIREY-SUR-VEZOUZE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001122";"0542001122";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"JEUNE CHAMBRE ECONOMIQUE DE LUNEVILLE";"développer les qualités individuelles de ses membres";"022542";"000000";"Bibliothèque municipale";"";"";"54300";"LUNEVILLE";"PM";"";"";"A";"";"2006-01-13 14:15:10"
"542S0542001127";"0542001127";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"FOYER DE JEUNES ET D'EDUCATION POPULAIRE MAGNIERES ST PIERREMONT VALLOIS";"Mettre à disposition de tous des activités éducatives, récréatives, sociales et civiques et contribuer ainsi à l'émancipation intellectuelle et sociale et à la formation civique de l'individu.";"009005";"000000";"Ecole communale";"";"";"54129";"MAGNIERES";"PM";"";"W542001393";"R";"";"2014-11-12 11:00:16"
"542S0542001138";"0542001138";"";"542S";"0001-01-01";"1971-03-28";"D";"S";"ASSOCIATION ASSOCIATION DES INTERNES DE L'HOPITAL DE LUNEVILLE";"Faciliter le travail et les loisirs des etudiants en medecine affectes a l'hopital de luneville.";"017145";"000000";"2, rue level";"B.p. 206";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001140";"0542001140";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES EXPLOITANTS AGRICOLES DE BAYON";"Organisation de voyages d'études, de réunions de vulgarisation agricole et de fêtes agricoles.";"023000";"000000";"12, avenue de la Gare";"";"";"54290";"BAYON";"PM";"";"";"A";"";"2006-01-13 14:15:10"
"542S0542001144";"0542001144";"";"542S";"0001-01-01";"1971-05-20";"D";"S";"BASE DE VOILE DE BURES";"O";"011095";"000000";"Base de plein air";"";"";"54370";"BURES";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001149";"0542001149";"";"542S";"0001-01-01";"1971-06-23";"D";"S";"ASSOCIATION FAMILIALE RURALE DE THIAVILLE LACHAPELLE";"O";"019005";"000000";"";"";"";"54120";"THIAVILLE-SUR-MEURTHE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001153";"0542001153";"";"542S";"0001-01-01";"1971-09-02";"D";"S";"BASKET CLUB DIEUZE";"Sport basket";"000000";"000000";"Cafe de la liberte";"";"";"-1";"XURES";"PM";"";"W542005038";"R";"";"2021-10-28 10:48:44"
"542S0542001154";"0542001154";"";"542S";"0001-01-01";"1971-09-09";"D";"S";"RUGBY CLUB LUNEVILLOIS";"Sport rugby";"000000";"000000";"Le pub stan. 1 bis, rue rivolet";"";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001166";"0542001166";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES SAPEURS POMPIERS DE LANEUVEVILLE AUX BOIS";"Resserer les liens de camaraderie entre gradés et sapeurs par des réunions, excursions, fêtes et autres manifestations amicales semblables; venir éventuellement en aide aux gradés et sapeurs dans le besoin, et, le cas échéant, à leurs veuves et à leurs enfants. Participer à des fêtes de sapeurs pompiers et d'en organiser s'il y a lieu.";"014000";"000000";"mairie";"";"";"54370";"LANEUVEVILLE-AUX-BOIS";"PM";"";"";"A";"";"2006-01-13 14:15:10"
"542S0542001171";"0542001171";"";"542S";"0001-01-01";"1972-03-31";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE PEXONNE";"Acca";"000000";"000000";"";"";"";"54540";"PEXONNE";"PM";"";"W542001460";"R";"";"2015-06-02 09:59:29"
"542S0542001173";"0542001173";"";"542S";"0001-01-01";"1972-03-01";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE CROISMARE";"Acca";"000000";"000000";"Mairie";"";"";"54300";"CROISMARE";"PM";"";"W542004978";"R";"";"2020-11-20 14:38:28"
"542S0542001178";"0542001178";"";"542S";"0001-01-01";"1972-04-13";"D";"S";"LES AMIS DE L'EUROPE";"Organisation de camps fixes ou itinerants pour les jeunes ados";"034230";"000000";"14, rue des benedictins";"";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001179";"0542001179";"";"542S";"0001-01-01";"1972-04-18";"D";"S";"ASSOCIATION SPORTIVE AUTO-CASCADES";"Promotion du sport de cascade automobile";"011160";"000000";"26, rue jeanne d'arc";"";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001181";"0542001181";"";"542S";"0001-01-01";"1972-04-20";"D";"S";"LES AMIS DES AILES LUNEVILLOISES";"Participation au developpement de l'aviation";"011135";"000000";"Base aerienne de luneville-croismare";"";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001183";"0542001183";"";"542S";"0001-01-01";"1972-04-20";"D";"S";"GROUPEMENT DE DEFENSE DES INTERES DES PROPRIETAIRES,  DES EXPLOITANTS AGRICOLES ET DES COMMUNES DE LA VALLEE  DE L'EURON  DEFENSE DES INTERETS";"Defense des interets";"024035";"000000";"Mairie";"";"";"54290";"ROZELIEURES";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001185";"0542001185";"";"542S";"0001-01-01";"1972-05-12";"D";"S";"ASSOCIATION SAINT-EPVRE";"Activites sportives culturelles et de loisirs";"011000";"007000";"87 grande rue";"";"";"54450";"DOMEVRE-SUR-VEZOUZE";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-13 14:15:08"
"542S0542001186";"0542001186";"";"542S";"0001-01-01";"1972-05-17";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE D'ANCERVILLER";"Acca";"000000";"000000";"";"";"";"54450";"ANCERVILLER";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001190";"0542001190";"";"542S";"0001-01-01";"1972-05-17";"D";"S";"FOOTBALL CLUB DE CHARMOIS";"Football";"011075";"000000";"Mairie";"";"";"54360";"CHARMOIS";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001192";"0542001192";"";"542S";"0001-01-01";"1972-06-09";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE MAGNIERES";"Acca";"000000";"000000";"Mairie";"";"";"54129";"MAGNIERES";"PM";"";"W542005015";"R";"";"2021-06-09 12:16:47"
"542S0542001193";"0542001193";"";"542S";"0001-01-01";"1972-05-31";"D";"S";"ASSOCIATION DES PARENTS DES SCOUTS";"O";"034230";"000000";"56, rue de lorraine";"";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001196";"0542001196";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"LE VAL D'EURON";"Sauvegarde du patrimoine";"024035";"000000";"Mairie";"";"";"54290";"CLAYEURES";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001199";"0542001199";"";"542S";"0001-01-01";"1972-07-31";"D";"S";"SOCIETE AMICALE DES SAPEURS POMPIERS";"Pompiers";"036010";"000000";"Mairie";"";"";"54540";"ANGOMONT";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001202";"0542001202";"";"542S";"0001-01-01";"1972-08-04";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE MEHONCOURT";"Acca";"000000";"000000";"Mairie de mehoncourt";"";"";"54360";"MEHONCOURT";"PM";"";"W542005100";"R";"";"2022-08-18 15:13:28"
"542S0542001204";"0542001204";"";"542S";"0001-01-01";"1972-08-24";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE BAUZEMONT";"Acca";"000000";"000000";"Mairie de bauzemont";"";"";"54370";"BAUZEMONT";"PM";"";"W542001832";"R";"";"2018-09-04 14:58:08"
"542S0542001205";"0542001205";"";"542S";"0001-01-01";"1972-08-30";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE HUDIVILLER";"Acca";"000000";"000000";"Mairie de hudiviller";"";"";"54110";"HUDIVILLER";"PM";"";"W542004963";"R";"";"2020-09-01 15:52:15"
"542S0542001207";"0542001207";"";"542S";"0001-01-01";"1972-09-04";"D";"S";"ASSOCIATION ASSOCIATION SPORTIVE DE CREVIC";"Football";"000000";"000000";"Chez mme stephany marie-anne";"";"";"54360";"BARBONVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001212";"0542001212";"";"542S";"0001-01-01";"1972-10-10";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE XOUSSE";"Acca";"000000";"000000";"Mairie";"";"";"54370";"XOUSSE";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001220";"0542001220";"";"542S";"0001-01-01";"1972-11-25";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE CLAYEURES";"Acca";"000000";"000000";"Mairie";"";"";"54290";"CLAYEURES";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001221";"0542001221";"";"542S";"0001-01-01";"1972-11-22";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE BIONVILLE";"Acca";"013005";"000000";"Mairie";"";"";"54540";"BIONVILLE";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-13 14:15:08"
"542S0542001222";"0542001222";"";"542S";"0001-01-01";"1972-11-18";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE GIRIVILLER";"Acca";"000000";"000000";"Mairie";"";"";"54830";"GIRIVILLER";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001229";"0542001229";"";"542S";"0001-01-01";"1973-01-05";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE MOYEN";"Acca";"000000";"000000";"Mairie";"";"";"54118";"MOYEN";"PM";"";"W542004959";"R";"";"2020-08-19 11:11:04"
"542S0542001230";"0542001230";"";"542S";"0001-01-01";"1973-01-05";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE BAYON";"Acca";"000000";"000000";"Hotel de ville";"";"";"54290";"BAYON";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001231";"0542001231";"";"542S";"0001-01-01";"1973-01-08";"D";"S";"ASSOCIATION COMITE DE GESTION DES OEUVRES SOCIALES DU PERSONNEL DES SERVICES COMMUNAUX DE LA VILLE DE LUNEVILLE";"Rechercher l'amelioration des conditions materielles et morales d'existence des familles de fonctionnaires municipaux et d'intervenir au titre de son fonds social.";"014030";"030012";"Hotel de ville de luneville -2,place st remy";"";"";"54300";"LUNEVILLE";"PM";"";"W542004953";"R";"";"2020-08-07 14:38:42"
"542S0542001234";"0542001234";"";"542S";"0001-01-01";"1973-01-19";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE FROVILLE";"Acca";"000000";"000000";"Mairie";"";"";"54290";"FROVILLE";"PM";"";"W542001271";"R";"";"2013-10-07 09:07:18"
"542S0542001238";"0542001238";"";"542S";"0001-01-01";"1973-01-27";"D";"S";"FOYER RURAL DE XERMAMENIL-LAMATH";"Foyer rural";"000000";"000000";"Mairie";"";"";"54300";"XERMAMENIL";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001239";"0542001239";"";"542S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DU COMITE DES FETES DE LANEUVEVILLE AUX BOIS";"Resserer les liens de camaraderie entre les conseillers municipaux par des réunions, fêtes et autres manifestations amicales semblables.";"009030";"000000";"Mairie";"";"";"54370";"LANEUVEVILLE-AUX-BOIS";"PM";"";"";"A";"";"2006-01-13 14:15:10"
"542S0542001240";"0542001240";"";"542S";"0001-01-01";"1973-02-15";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE MORIVILLER";"Acca";"000000";"000000";"Mairie";"";"";"54830";"MORIVILLER";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001243";"0542001243";"";"542S";"0001-01-01";"1973-02-28";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE VENNEZEY";"Acca";"000000";"000000";"Mairie";"";"";"54830";"VENNEZEY";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001244";"0542001244";"";"542S";"0001-01-01";"1973-02-28";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE 'LA SAINT HUBERT' DE DENEUVRE";"Acca";"013005";"000000";"Mairie";"32, grande rue";"";"54120";"DENEUVRE";"PM";"";"W542001818";"R";"";"2018-05-29 16:06:21"
"542S0542001251";"0542001251";"";"542S";"0001-01-01";"1973-03-07";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE D'ESSEY LA COTE";"Acca";"000000";"000000";"Mairie";"";"";"54830";"ESSEY-LA-COTE";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001252";"0542001252";"";"542S";"0001-01-01";"1973-03-07";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE ROZELIEURES";"Acca";"000000";"000000";"Mairie";"";"";"54290";"ROZELIEURES";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001257";"0542001257";"";"542S";"0001-01-01";"1973-03-08";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE LANDECOURT";"Acca";"000000";"000000";"Mairie";"";"";"54360";"LANDECOURT";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001259";"0542001259";"";"542S";"0001-01-01";"1973-03-08";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE D'HAIGNEVILLE";"Acca";"000000";"000000";"Mairie";"";"";"54290";"HAIGNEVILLE";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001260";"0542001260";"";"542S";"0001-01-01";"1973-03-15";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE LAMATH";"Acca";"000000";"000000";"Mairie";"";"";"54300";"LAMATH";"PM";"";"W542005223";"R";"";"2024-03-19 13:51:34"
"542S0542001265";"0542001265";"";"542S";"0001-01-01";"1973-03-17";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE VACQUEVILLE";"Acca";"000000";"000000";"Mairie";"";"";"54540";"VACQUEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001266";"0542001266";"";"542S";"0001-01-01";"1973-03-21";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE IGNEY";"Acca";"000000";"000000";"Mairie";"";"";"54450";"IGNEY";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001268";"0542001268";"";"542S";"0001-01-01";"1973-03-28";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE SAINTE-POLE";"Acca";"000000";"000000";"Mairie";"";"";"54540";"SAINTE-POLE";"PM";"";"W542001470";"R";"";"2015-07-02 09:33:11"
"542S0542001269";"0542001269";"";"542S";"0001-01-01";"1973-03-28";"D";"S";"FOYER RURAL DE REMENOVILLE";"Foyer rural";"000000";"000000";"";"";"";"54830";"REMENOVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001283";"0542001283";"";"542S";"0001-01-01";"1973-06-22";"D";"S";"AMICALE DES DONNEURS DE SANG DE LA VALLEE DE LA MORTAGNE";"O";"017065";"000000";"Mairie";"";"";"54830";"GERBEVILLER";"PM";"";"W542001339";"R";"";"2014-04-23 09:43:28"
"542S0542001285";"0542001285";"";"542S";"0001-01-01";"1973-07-11";"D";"S";"ASSOCIATION D'AIDE A DOMICILE EN MILIEU RURAL DE ARRACOURT  ET SES ENVIRONS";"O";"019000";"000000";"Mairie";"";"";"54370";"ARRACOURT";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-13 14:15:08"
"542S0542001289";"0542001289";"";"542S";"0001-01-01";"1973-08-08";"D";"S";"LUN'HABITS - BOURSE AUX VETEMENTS DE LUNEVILLE";"Bourse vetement";"000000";"000000";"Mairie";"";"";"54300";"LUNEVILLE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001292";"0542001292";"";"542S";"0001-01-01";"1973-09-20";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE LOREY";"Acca";"000000";"000000";"Mairie";"";"";"54290";"LOREY";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001296";"0542001296";"";"542S";"0001-01-01";"1973-09-27";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE DOMPTAIL-EN-L'AIR";"Acca";"000000";"000000";"Mairie";"";"";"54290";"DOMPTAIL-EN-L'AIR";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001297";"0542001297";"";"542S";"0001-01-01";"1973-10-07";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE SAINT-GERMAIN";"Acca";"000000";"000000";"Mairie";"";"";"54290";"SAINT-GERMAIN";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001298";"0542001298";"";"542S";"0001-01-01";"1973-10-12";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE SAINT-SAUVEUR";"Acca";"000000";"000000";"Mairie";"";"";"54480";"SAINT-SAUVEUR";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001299";"0542001299";"";"542S";"0001-01-01";"1973-10-19";"D";"S";"UNION NATIONALE DU SPORT SCOLAIRE DU COLLEGE DE GERBEVILLER";"O";"011010";"000000";"College eugene francois";"Route d'haudonville";"";"54830";"GERBEVILLER";"PM";"";"W542001835";"R";"";"2018-09-18 15:20:45"
"542S0542001300";"0542001300";"";"542S";"0001-01-01";"1973-11-03";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE ROMAIN";"Acca";"000000";"000000";"Mairie";"";"";"54360";"ROMAIN";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001305";"0542001305";"";"542S";"0001-01-01";"1967-05-07";"D";"S";"COMITE DEPARTEMENTAL DE MEURTHE ET MOSELLE DE TENNIS DE TABLE";"Comite departemental de meurthe et moselle de tennis de table";"011165";"000000";"Chez monsieur jean meline";"17, rue d'alsace";"";"54360";"DAMELEVIERES";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001307";"0542001307";"";"542S";"0001-01-01";"1974-02-21";"D";"S";"SOCIETE D'ARCHEOLOGIE DE DENEUVRE";"O";"007000";"000000";"11, rue de laitre";"";"";"54120";"DENEUVRE";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
"542S0542001309";"0542001309";"";"542S";"0001-01-01";"1974-03-14";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREEE DE SERRES";"Acca";"000000";"000000";"Mairie";"";"";"54370";"SERRES";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-13 14:15:08"
